Activity ID,Activity Name,Description,Begin Timestamp,Begin Timestamp (Raw Milliseconds),End Timestamp,End Timestamp (Raw Milliseconds),Device,Activity Parent,Activity Type,Event Type,Activity Time Zone,Max. Elevation,Max. Elevation (Raw),Begin Latitude (Decimal Degrees Raw),Begin Longitude (Decimal Degrees Raw),End Latitude (Decimal Degrees Raw),End Longitude (Decimal Degrees Raw),Average Moving Speed,Average Moving Speed (Raw),Max. Heart Rate (bpm),Average Heart Rate (bpm),Max. Speed,Max. Speed (Raw),Calories,Calories (Raw),Duration (h:m:s),Duration (Raw Seconds),Moving Duration (h:m:s),Moving Duration (Raw Seconds),Average Speed,Average Speed (Raw),Distance,Distance (Raw),Max. Heart Rate (bpm),Min. Elevation,Min. Elevation (Raw),Elevation Gain,Elevation Gain (Raw),Elevation Loss,Elevation Loss (Raw)
723574014,3.8miEasy,,"Thu, Mar 19, 2015 6:15 AM",1.42676E+12,"Thu, Mar 19, 2015 6:58 AM",1.42676E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),193 Feet,192.847769,,,,,10:41,10.68640078,179,161,7:26,7.438106391,536,536.0356275,0:43:01,2581.09,0:40:13,2413,11:26 Minutes per Mile,11.43081732,3.76 Miles,3.763347053,116,193 Feet,192.847769,423 Feet,422.6377953,520 Feet,520.4068241
720238195,3.5mi Easy,,"Sun, Mar 15, 2015 8:01 AM",1.42642E+12,"Sun, Mar 15, 2015 8:40 AM",1.42642E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Uncategorized,(GMT-05:00) Eastern Time (US & Canada),125 Feet,125.0328084,,,,,11:00,11.0052117,175,163,8:38,8.6403201,490,489.9737949,0:39:22,2362.44,0:38:07,2287,11:22 Minutes per Mile,11.36823452,3.46 Miles,3.463510598,125,125 Feet,125.0328084,120 Feet,119.8490814,147 Feet,146.6535433
720232408,2.8mi Easy with office team,,"Wed, Mar 11, 2015 5:38 PM",1.42611E+12,"Wed, Mar 11, 2015 6:10 PM",1.42611E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Uncategorized,(GMT-05:00) Eastern Time (US & Canada),149 Feet,148.687664,,,,,11:22,11.35842842,178,161,6:07,6.113180422,401,400.9527401,0:32:14,1933.76,0:31:41,1901,11:33 Minutes per Mile,11.55416862,2.79 Miles,2.789409846,126,149 Feet,148.687664,219 Feet,219.1929134,229 Feet,228.6745407
723573990,2.2mi Easy,,"Thu, Dec 4, 2014 5:48 PM",1.41773E+12,"Thu, Dec 4, 2014 6:16 PM",1.41774E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Uncategorized,(GMT-05:00) Eastern Time (US & Canada),130 Feet,129.7572178,,,,,11:42,11.69923155,166,147,8:06,8.092109655,310,310.0223865,0:28:25,1705,0:26:07,1567,12:36 Minutes per Mile,12.60157305,2.23 Miles,2.232338145,102,130 Feet,129.7572178,358 Feet,357.9724409,185 Feet,184.5144357
723573966,3.3mi Easy,,"Thu, Oct 23, 2014 5:40 PM",1.4141E+12,"Thu, Oct 23, 2014 6:20 PM",1.4141E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Uncategorized,(GMT-05:00) Eastern Time (US & Canada),354 Feet,353.7073491,,,,,11:01,11.02040833,170,144,7:48,7.797120769,376,375.8931938,0:39:58,2398,0:36:47,2207,11:58 Minutes per Mile,11.97344645,3.34 Miles,3.337745069,101,354 Feet,353.7073491,274 Feet,274.3766404,431 Feet,430.511811
609378129,4mi Easy,,"Fri, Oct 10, 2014 6:16 AM",1.41294E+12,"Fri, Oct 10, 2014 6:56 AM",1.41294E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),196 Feet,195.9973753,,,,,9:40,9.674680278,,,4:32,4.526483737,610,610.0209546,0:39:47,2387.38,0:38:52,2332,09:54 Minutes per Mile,9.904433192,4.02 Miles,4.017357383,,196 Feet,195.9973753,276 Feet,275.984252,341 Feet,340.6167979
609378114,4.1mi Easy,,"Tue, Oct 7, 2014 6:17 AM",1.41268E+12,"Tue, Oct 7, 2014 6:59 AM",1.41268E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Uncategorized,(GMT-05:00) Eastern Time (US & Canada),114 Feet,113.976378,,,,,9:29,9.483758373,,,6:07,6.118088268,628,627.9206305,0:41:29,2489.33,0:39:11,2351,10:03 Minutes per Mile,10.04177126,4.13 Miles,4.131627545,,114 Feet,113.976378,192 Feet,192.3884514,170 Feet,170.308399
605880225,3.4mi Easy,"R/W=2:00/0:30
With the temperatures going down, my running gets better.","Sun, Oct 5, 2014 7:30 AM",1.41251E+12,"Sun, Oct 5, 2014 8:03 AM",1.41251E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),114 Feet,113.976378,,,,,9:17,9.277253491,,,4:20,4.337671727,524,524.1025103,0:33:07,1986.53,0:31:55,1915,09:37 Minutes per Mile,9.62378192,3.44 Miles,3.440314812,,114 Feet,113.976378,27 Feet,26.80446194,50 Feet,50.45931759
605880194,3.3mi Easy w/ Office Team,,"Wed, Oct 1, 2014 5:35 PM",1.4122E+12,"Wed, Oct 1, 2014 6:13 PM",1.4122E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Uncategorized,(GMT-05:00) Eastern Time (US & Canada),112 Feet,112.4015748,,,,,10:50,10.82790419,175,143,6:29,6.485838818,394,394.0315321,0:37:51,2271,0:36:12,2172,11:19 Minutes per Mile,11.31765249,3.34 Miles,3.343213135,101,112 Feet,112.4015748,102 Feet,102.4934383,117 Feet,116.6994751
602311054,3.1mi Easy,"R/W=2:00/0:30
Not a bad run taking into consideration that I don't run enough.
","Tue, Sep 30, 2014 6:16 AM",1.41207E+12,"Tue, Sep 30, 2014 6:47 AM",1.41207E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),133 Feet,132.9068241,,,,,9:55,9.910372569,178,155,7:46,7.767572851,376,375.8931938,0:31:21,1881,0:31:10,1870,09:58 Minutes per Mile,9.966549013,3.14 Miles,3.14485281,91,133 Feet,132.9068241,230 Feet,230.2493438,164 Feet,164.0091864
609378071,Untitled,,"Thu, Sep 25, 2014 7:43 PM",1.41169E+12,"Thu, Sep 25, 2014 7:43 PM",1.41169E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Uncategorized,(GMT-05:00) Eastern Time (US & Canada),,,,,,,,,,,--:--,#NAME?,0,0,0:00:02,2,,,--:-- Minutes per Mile,#NAME?,0.00 Miles,0,,,,,,,
602311031,3.3mi Easy w/ Office Team,,"Thu, Sep 25, 2014 5:55 PM",1.41168E+12,"Thu, Sep 25, 2014 6:32 PM",1.41168E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),133 Feet,132.9068241,,,,,10:42,10.70079864,181,146,6:22,6.367778191,304,304.0558279,0:36:56,2216,0:35:44,2144,11:04 Minutes per Mile,11.05995418,3.34 Miles,3.339317138,96,133 Feet,132.9068241,301 Feet,301.2139108,295 Feet,294.8818898
597825456,3.2mi Easy,,"Wed, Sep 24, 2014 6:13 AM",1.41155E+12,"Wed, Sep 24, 2014 6:45 AM",1.41156E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),100 Feet,99.80314961,,,,,9:46,9.772196754,173,155,6:16,6.269734119,374,373.9838951,0:32:08,1927.68,0:30:53,1853,10:10 Minutes per Mile,10.16603791,3.16 Miles,3.160324952,103,100 Feet,99.80314961,276 Feet,275.984252,246 Feet,245.9973753
596402328,4mi Easy,"R/W=2:00/0:30
Is is time to ditch my old Brooks Dyad 7.  First time in ISICS Nimbus 16. Did not feel bad even though they are 'neutral+' comparing to Brooks' 'stability'.","Mon, Sep 22, 2014 6:16 AM",1.41138E+12,"Mon, Sep 22, 2014 6:57 AM",1.41138E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),158 Feet,158.1364829,,,,,9:45,9.756696026,193,158,7:25,7.410762285,457,457.0383912,0:41:34,2493.68,0:40:20,2420,10:03 Minutes per Mile,10.05375113,4.13 Miles,4.133914191,101,158 Feet,158.1364829,585 Feet,585.0393701,492 Feet,492.0275591
593924201,3.5mi Easy,,"Fri, Sep 19, 2014 6:14 AM",1.41112E+12,"Fri, Sep 19, 2014 6:49 AM",1.41112E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),177 Feet,177.0669291,,,,,9:49,9.824519592,204,159,6:35,6.578715653,337,336.9912315,0:35:04,2104,0:34:02,2042,10:07 Minutes per Mile,10.12146834,3.46 Miles,3.464119542,111,177 Feet,177.0669291,407 Feet,406.8569554,341 Feet,340.6167979
593924182,3.4mi Easy w/ Office Team,,"Wed, Sep 17, 2014 5:44 PM",1.41099E+12,"Wed, Sep 17, 2014 6:22 PM",1.41099E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),158 Feet,158.1364829,,,,,10:25,10.41723786,186,148,6:22,6.359558345,389,389.0196228,0:37:28,2248,0:35:04,2104,11:08 Minutes per Mile,11.12901643,3.37 Miles,3.366216297,86,158 Feet,158.1364829,197 Feet,197.1128609,185 Feet,184.5144357
583184910,3.4mi Easy,,"Fri, Sep 5, 2014 6:28 AM",1.40991E+12,"Fri, Sep 5, 2014 7:05 AM",1.40992E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),139 Feet,139.2388451,,,,,10:16,10.26813376,177,148,7:23,7.387838762,392,391.883571,0:36:44,2203.55,0:34:50,2090,10:50 Minutes per Mile,10.82600294,3.39 Miles,3.39236981,90,139 Feet,139.2388451,268 Feet,268.0774278,224 Feet,223.9173228
583184887,3.3mi Easy w/ Office Team,,"Wed, Sep 3, 2014 5:39 PM",1.40978E+12,"Wed, Sep 3, 2014 6:17 PM",1.40978E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),240 Feet,240.1574803,,,,,10:41,10.67785553,175,145,7:07,7.123730761,364,363.9600766,0:37:30,2250,0:35:31,2131,11:16 Minutes per Mile,11.27312969,3.33 Miles,3.326199992,109,240 Feet,240.1574803,167 Feet,167.1587927,254 Feet,253.9041995
576152470,3.5mi v. Easy,"R/W=2:00/0:30
Taking it very easy to not wake up Achilles... so far so good.","Wed, Aug 27, 2014 6:16 AM",1.40913E+12,"Wed, Aug 27, 2014 6:53 AM",1.40914E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),147 Feet,147.1128609,,,,,10:07,10.12345572,161,142,7:27,7.453750242,383,383.0530642,0:36:51,2211.47,0:35:22,2122,10:33 Minutes per Mile,10.55029152,3.49 Miles,3.493535254,83,147 Feet,147.1128609,125 Feet,124.5734908,173 Feet,173.4580052
570259246,4.1mi v. Easy,"R/W=2:00/0:30
Recovering my favorite tendon.  Looks I stained it during my last 6-miler. Am I ready for long run during this weekend?  Will see.","Thu, Aug 21, 2014 6:09 AM",1.40862E+12,"Thu, Aug 21, 2014 6:52 AM",1.40862E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),141 Feet,140.8136483,,,,,10:26,10.42973565,160,142,8:01,8.017408295,403,403.1007012,0:43:43,2623.44,0:43:09,2589,10:34 Minutes per Mile,10.56847652,4.14 Miles,4.137207458,82,141 Feet,140.8136483,156 Feet,156.1351706,136 Feet,135.6299213
567063830,6.2mi Easy,"R/W=.2+.45+1/.05
Nice run. A bit drizzly but not too warm.  It is amazing how much of a difference  a little bit of rain makes in number of people on the streets.  Today it was perhaps 1/5 of normal, sunny Sunday morning... ","Sun, Aug 17, 2014 7:23 AM",1.40827E+12,"Sun, Aug 17, 2014 8:24 AM",1.40828E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),149 Feet,148.687664,,,,,9:46,9.76958652,187,157,6:21,6.350919109,700,699.9966587,1:01:11,3670.92,1:00:35,3635,09:52 Minutes per Mile,9.866126698,6.20 Miles,6.201216148,89,149 Feet,148.687664,120 Feet,119.8490814,82 Feet,81.98818898
565431279,3.5mi Easy,"R/W=2:00/0:30 
OMG! The chill is back! One degree less and would have been long-sleeve weather.  Nice!
Nearly progressive run, no overheating, just sidewalk and me.","Fri, Aug 15, 2014 6:16 AM",1.4081E+12,"Fri, Aug 15, 2014 6:51 AM",1.4081E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),172 Feet,172.3425197,,,,,9:31,9.524615628,183,152,6:04,6.06986468,341,341.0484914,0:34:56,2096,0:33:10,1990,10:02 Minutes per Mile,10.02640493,3.48 Miles,3.482207657,93,172 Feet,172.3425197,257 Feet,257.0538058,240 Feet,239.6981627
564469343,"3,4mi Jog w/ Office Team",,"Wed, Aug 13, 2014 5:48 PM",1.40797E+12,"Wed, Aug 13, 2014 6:29 PM",1.40797E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Training,(GMT-05:00) Eastern Time (US & Canada),92 Feet,91.92913386,,,,,11:48,11.8013481,168,135,4:18,4.293261051,384,384.0077136,0:41:07,2466.5,0:40:07,2407,12:06 Minutes per Mile,12.09307233,3.40 Miles,3.399329168,72,92 Feet,91.92913386,52 Feet,52.03412073,55 Feet,55.18372703
563253230,3.5mi Recovery,"R/W=2:00/0:30
Probably in June I would have considered this morning as nice and cool but in mid of August... it was warm, humid and sticky.
Very slow run to recover.
Set the watch to biking mode on Sunday and forgot to switch it back to running. Does it make any other difference than showing training partner screen as a bike rather than runner?","Tue, Aug 12, 2014 6:13 AM",1.40784E+12,"Tue, Aug 12, 2014 6:51 AM",1.40784E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),136 Feet,136.0564304,,,,,10:30,10.49679423,185,148,6:15,6.246563038,445,445.105274,0:37:25,2244.86,0:36:45,2205,10:41 Minutes per Mile,10.68654581,3.50 Miles,3.501066273,92,136 Feet,136.0564304,118 Feet,118.2742782,145 Feet,145.0787402
561792030,13.5mi Biking with Kevin,Nice recovery ride before the crowd hits the towing path. Initially chilly what required a long sleeve... speed makes a difference as temperature would have been fine for running.,"Sun, Aug 10, 2014 7:07 AM",1.40767E+12,"Sun, Aug 10, 2014 8:55 AM",1.40768E+12,Garmin Forerunner 405CX 2.40.0.0,Cycling,Track Cycling,Training,(GMT-05:00) Eastern Time (US & Canada),131 Feet,131.332021,,,,,9.3,9.280986238,136,117,41.1,41.14375365,724,724.1015556,1:48:07,6487,1:27:47,5267,8.7 Minutes per Mile,8.694275342,13.58 Miles,13.57860097,82,131 Feet,131.332021,"1,145 Feet",1144.88189,"1,225 Feet",1225.295276
560663141,14mi Long,"R/W=.2+.45+.95/.05
Nice weather, cool for most of the run.
Not enough water... next time will need to drop off a bottle somewhere in the middle of the course.  This time stopped by ER to refill LOL","Sat, Aug 9, 2014 6:16 AM",1.40758E+12,"Sat, Aug 9, 2014 8:47 AM",1.40759E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),340 Feet,339.5013123,,,,,10:30,10.50214614,174,156,2:57,2.941959897,"1,678",1678.03495,2:31:17,9077,2:27:04,8824,10:41 Minutes per Mile,10.67718588,14.00 Miles,14.00348838,94,340 Feet,339.5013123,"1,355 Feet",1354.625984,"1,375 Feet",1375.098425
560207161,10mi Easy Biking,First biking recorded with Garmin.  Battery died before end...,"Fri, Aug 8, 2014 12:27 PM",1.40752E+12,"Fri, Aug 8, 2014 2:31 PM",1.40752E+12,Garmin Forerunner 405CX 2.40.0.0,Cycling,Track Cycling,Touring,(GMT-05:00) Eastern Time (US & Canada),51 Feet,50.91863517,,,,,8.7,8.671011009,,,14.3,14.3,115,115.0352504,2:04:34,7474,0:52:26,3146,7.4 Minutes per Mile,7.4,7.57 Miles,7.569997465,,51 Feet,50.91863517,465 Feet,465.1902887,530 Feet,529.855643
558996379,3.4mi Easy w/ Office Team,How could I forget my watch? LOL,"Wed, Aug 6, 2014 5:45 PM",1.40736E+12,,,Garmin Connect 14.7.0.11,Any Activity Type,Running,Training,(GMT-05:00) Eastern Time (US & Canada),,,,,,,,,,,,,,,,,,,10:00 Minutes per Mile,10,3.40 Miles,3.400000249,,,,,,,
557675569,3mi Easy,"R/W=.25+.5+1/.03
Really slow run.  My muscle are still achy after the weekend. Discovered a new 3mi circuit - rather quiet except one street.
Nice cool morning...
While originally targeted full marathon in Oct, decided to move it to Nov giving myself additional month. So, Brooklyn Marathon on Nov 16th it is!","Tue, Aug 5, 2014 6:14 AM",1.40723E+12,"Tue, Aug 5, 2014 6:48 AM",1.40724E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),120 Feet,120.308399,,,,,10:33,10.54423769,162,144,8:35,8.577806939,349,348.9243488,0:33:48,2027.73,0:33:28,2008,10:39 Minutes per Mile,10.64784218,3.17 Miles,3.173926768,92,120 Feet,120.308399,62 Feet,61.51574803,63 Feet,63.09055118
556073369,6.1mi Long(er),"Tried for the first time follow course programmed in the watch.  Not much use in known area but can be useful in cross-country runs.
The problem is that I can pick course run or workout run.  As a result, the watch gave me only 1mi splits.  Would love to use workout and follow the course at the same time.","Sun, Aug 3, 2014 9:07 AM",1.40707E+12,"Sun, Aug 3, 2014 10:07 AM",1.40707E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),209 Feet,208.5958005,,,,,9:39,9.655236416,186,165,6:52,6.867822254,741,741.0465821,1:00:25,3625.47,0:59:35,3575,09:47 Minutes per Mile,9.791544047,6.17 Miles,6.171092072,98,209 Feet,208.5958005,434 Feet,433.6614173,492 Feet,492.0275591
554413182,3.3mi Easy,"R/W=2:00/0:30
Nice progressive run.  Temperature was quite comfortable but on the high side 63F. Need to do some speed workouts because I have a feeling like I forgot how to run faster. ","Fri, Aug 1, 2014 6:16 AM",1.40689E+12,"Fri, Aug 1, 2014 6:52 AM",1.40689E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),139 Feet,139.2388451,,,,,9:41,9.690140617,190,152,6:50,6.827786691,363,363.0054272,0:36:04,2163.75,0:33:56,2036,10:18 Minutes per Mile,10.29815411,3.50 Miles,3.501842987,107,139 Feet,139.2388451,188 Feet,187.664042,180 Feet,179.7900262
553477739,3.3mi w/ Office Team,"R/W=2:00/0:30
Is there anything better than a jogversation?","Wed, Jul 30, 2014 5:42 PM",1.40676E+12,"Wed, Jul 30, 2014 6:18 PM",1.40676E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Training,(GMT-05:00) Eastern Time (US & Canada),120 Feet,120.308399,,,,,10:13,10.21252188,176,151,7:23,7.388335623,416,415.9884678,0:35:55,2155.34,0:33:54,2034,10:49 Minutes per Mile,10.82175856,3.32 Miles,3.319451901,85,120 Feet,120.308399,221 Feet,220.7677165,120 Feet,119.8490814
552978175,4mi Easy,"R/W ca. 2:00/0:30
Nice and cool morning.  Too bad my watch did not charge.  What a relief from humidity!","Wed, Jul 30, 2014 7:50 AM",1.40672E+12,,,Garmin Connect 14.7.0.11,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),,,,,,,,,,,,,,,,,,,10:00 Minutes per Mile,10,4.00 Miles,4.000002485,,,,,,,
551445217,3.3mi Recovery,"R/W=2:00/0:30
Warm and very humid after nigh-long storms and rain.
Had to slow down half way as my heartbeat went too high.  Need a performance cooling radiator for runners.  Where can I get one?
","Mon, Jul 28, 2014 6:27 AM",1.40654E+12,"Mon, Jul 28, 2014 7:02 AM",1.40655E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),191 Feet,191.2729659,,,,,10:00,10.00404568,196,161,6:49,6.818379578,306,305.9651267,0:34:44,2084,0:33:14,1994,10:27 Minutes per Mile,10.45342501,3.32 Miles,3.321987095,100,191 Feet,191.2729659,240 Feet,239.6981627,237 Feet,236.5485564
549815417,10mi Long,"R/W=2:00/0:30
Temperature in 60s is something I can handle.
Good run, will need more and longer. Targeting full in Oct so not much time left.","Sat, Jul 26, 2014 6:51 AM",1.40637E+12,"Sat, Jul 26, 2014 8:40 AM",1.40638E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),248 Feet,248.0314961,,,,,10:09,10.14641614,179,158,6:52,6.867392857,"1,232",1231.975026,1:48:48,6528.21,1:43:44,6224,10:39 Minutes per Mile,10.64234179,10.22 Miles,10.22364392,101,248 Feet,248.0314961,670 Feet,670.2099738,703 Feet,703.3136483
548204486,"5k Race Westfield, NJ","R/w=2:00/0:30
Brutally hot and humid: 90F.  I am not sure if I will ever sign up for a race which begins at 7pm in the middle of summer.  Heart rate through the roof!  Nice event though...","Wed, Jul 23, 2014 7:03 PM",1.40616E+12,"Wed, Jul 23, 2014 7:34 PM",1.40616E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Race,(GMT-05:00) Eastern Time (US & Canada),196 Feet,195.9973753,,,,,9:48,9.798257752,191,174,6:06,6.10494277,350,350.1176605,0:31:29,1889.36,0:31:04,1864,09:56 Minutes per Mile,9.931564521,3.17 Miles,3.1706335,130,196 Feet,195.9973753,142 Feet,141.9291339,166 Feet,165.5839895
546283282,4.2mi Easy,R/W=2:00/0:30 I really enjoyed this run.  Cooler morming made a difference.  Wednesday is 5k race in Westfield so took it easy.  ,"Mon, Jul 21, 2014 6:27 AM",1.40594E+12,"Mon, Jul 21, 2014 7:10 AM",1.40594E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),131 Feet,131.332021,,,,,9:47,9.785277276,195,160,6:37,6.624199136,503,503.1002239,0:42:37,2557.3,0:41:18,2478,10:06 Minutes per Mile,10.09842194,4.22 Miles,4.220626541,102,131 Feet,131.332021,244 Feet,244.4225722,224 Feet,223.9173228
546283263,3.4mi Easy,"R/W=2:00/0:30 Very slow run. Morning on humid/warm side.  Feeling like recovering after the break.
Found $5 in the grass.  What can be better than running and earning money at the same time?  Now, the big question is, how should I spend it?","Sat, Jul 19, 2014 6:22 AM",1.40577E+12,"Sat, Jul 19, 2014 6:59 AM",1.40577E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),190 Feet,189.6981627,,,,,10:39,10.65051838,169,149,7:00,6.993176462,399,399.0434413,0:37:00,2220,0:36:22,2182,10:50 Minutes per Mile,10.83263151,3.41 Miles,3.414546548,100,190 Feet,189.6981627,271 Feet,271.2270341,188 Feet,187.664042
543821185,3mi Easy w/ Office Team,"R/W=2:00/0:30
There is nothing more fun than run and handle tech support call like my colleague!","Wed, Jul 16, 2014 5:47 PM",1.40555E+12,"Wed, Jul 16, 2014 6:25 PM",1.40555E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Training,(GMT-05:00) Eastern Time (US & Canada),116 Feet,115.5839895,,,,,11:17,11.28981802,173,145,7:22,7.360815725,414,414.0791691,0:38:14,2293.53,0:38:12,2292,11:18 Minutes per Mile,11.29735441,3.38 Miles,3.383577408,80,116 Feet,115.5839895,114 Feet,113.5498688,131 Feet,130.8727034
549815336,Untitled,,"Wed, Jul 16, 2014 6:55 AM",1.40551E+12,"Wed, Jul 16, 2014 6:59 AM",1.40551E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Uncategorized,(GMT-05:00) Eastern Time (US & Canada),95 Feet,95.07874016,,,,,9:33,9.546950384,177,167,8:03,8.056616183,52,52.02839127,0:04:21,261.36,0:04:21,261,09:34 Minutes per Mile,9.560118592,0.46 Miles,0.455645282,152,95 Feet,95.07874016,14 Feet,14.20603675,0 Feet,0
542652714,3mi Easy ,"R/W=2:00/0:30
Nice.  Gods of Bronchitis love me too much but managed to fool them again. Back in the game.  
Rainy.  Rain feels like sweat - weighing down my shirt and cooling.  Why people are so afraid of rain?
Run not recorded completely - watch bezel malfunction.  Garmin, this type of controls really suck!","Wed, Jul 16, 2014 6:28 AM",1.40551E+12,"Wed, Jul 16, 2014 6:54 AM",1.40551E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Training,(GMT-05:00) Eastern Time (US & Canada),119 Feet,118.7335958,,,,,10:06,10.10223724,185,158,6:00,5.999999994,294,294.0320094,0:25:55,1555,0:25:01,1501,10:00 Minutes per Mile,10,3.04 Miles,3.040002635,106,119 Feet,118.7335958,134 Feet,134.0551181,123 Feet,122.9986877
541308504,3.3mi Easy,"R/W=2:00/0:30 
Second run after break - things got easier.  Nearly 4 weeks break and one would hope that the tendinitis will be much better.  Nope, just better but not much.","Mon, Jul 14, 2014 6:35 AM",1.40533E+12,"Mon, Jul 14, 2014 7:09 AM",1.40534E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Training,(GMT-05:00) Eastern Time (US & Canada),141 Feet,140.8136483,,,,,10:07,10.10979125,175,157,7:12,7.195268223,422,421.9550265,0:34:35,2075,0:33:38,2018,10:24 Minutes per Mile,10.394699,3.33 Miles,3.326808936,108,141 Feet,140.8136483,147 Feet,146.6535433,102 Feet,102.4934383
541308492,3.5mi Easy,"R/W=2:00/0:30
First run after getting better.  
Registering for a marathon: $100, changing it down to half: $30, meeting future president during the run: priceless.  Well... who knows if he is plainly crazy or will become a president one day.  This is America!","Sat, Jul 12, 2014 6:37 AM",1.40516E+12,"Sat, Jul 12, 2014 7:14 AM",1.40516E+12,Garmin Forerunner 405CX 2.40.0.0,Running,Street Running,Training,(GMT-05:00) Eastern Time (US & Canada),142 Feet,142.3884514,,,,,10:09,10.14212791,171,153,5:06,5.101851724,434,433.8881437,0:36:58,2217.58,0:35:39,2139,10:31 Minutes per Mile,10.51471717,3.52 Miles,3.515040911,96,142 Feet,142.3884514,192 Feet,192.3884514,205 Feet,205.019685
541308473,3mi Easy w/ Office Team,R/W=2:00/0:30,"Wed, Jun 18, 2014 5:43 PM",1.40313E+12,"Wed, Jun 18, 2014 6:20 PM",1.40313E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Training,(GMT-05:00) Eastern Time (US & Canada),204 Feet,203.8713911,,,,,10:48,10.80491346,189,159,6:18,6.298128264,378,378.0411549,0:37:23,2243,0:35:51,2151,11:16 Minutes per Mile,11.26398414,3.32 Miles,3.317935755,87,204 Feet,203.8713911,396 Feet,395.8333333,401 Feet,400.5577428
522576911,4.2mi Easy & Slow,"R/W=2:00/0:30 Very warm, had to slow down.   I bet that it is going to get even warmer...","Tue, Jun 17, 2014 6:26 AM",1.403E+12,"Tue, Jun 17, 2014 7:10 AM",1.403E+12,Garmin Forerunner 405CX 2.40.0.0,Any Activity Type,Running,Uncategorized,(GMT-05:00) Eastern Time (US & Canada),169 Feet,169.1929134,,,,,10:11,10.17624834,176,153,7:17,7.286897293,463,463.0049499,0:43:32,2612.19,0:42:36,2556,10:24 Minutes per Mile,10.39995858,4.19 Miles,4.186221218,103,169 Feet,169.1929134,300 Feet,299.6062992,285 Feet,285.4330709
